title,code,industry,link,Assessing Authority,Quick_SKILLED VISAS,Quick_EMPLOYER-SPONSORED,Quick_STATE NOMINATION,Visa_189,Visa_190,Visa_491,Visa_485,Visa_482,Visa_186,Visa_494,Visa_407,List_All applicable lists,List_Skilled visas,List_Employer-sponsored,List_Regional employer-sponsored,List_Training,List_Skilled assessing authorities,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
sculptor,211413,211413,https://www.anzscolookup.com.au/occupations/211413,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Secondary School Teacher,241411,241411,https://www.anzscolookup.com.au/occupations/241411,AITSL,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
secretary (general),521211,521211,https://www.anzscolookup.com.au/occupations/521211,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
security consultant,442216,442216,https://www.anzscolookup.com.au/occupations/442216,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
shearer,361211,361211,https://www.anzscolookup.com.au/occupations/361211,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Sheep Farmer,121322,121322,https://www.anzscolookup.com.au/occupations/121322,VETASSESS,ROL,Not available,"4 options, 190: 0 states, 491: 4 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Sheetmetal Worker,322211,322211,https://www.anzscolookup.com.au/occupations/322211,TRA,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Ship's Engineer,231212,231212,https://www.anzscolookup.com.au/occupations/231212,AMSA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Ship’s Master,231213,231213,https://www.anzscolookup.com.au/occupations/231213,AMSA,ROL,Not available,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,AMSA,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
ship’s officer,231214,231214,https://www.anzscolookup.com.au/occupations/231214,AMSA,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Shipwright,399112,399112,https://www.anzscolookup.com.au/occupations/399112,TRA,MLTSSL,CSOL,"6 options, 190: 3 states, 491: 3 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Shoemaker,393114,393114,https://www.anzscolookup.com.au/occupations/393114,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Signwriter,399611,399611,https://www.anzscolookup.com.au/occupations/399611,TRA,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
singer,211214,211214,https://www.anzscolookup.com.au/occupations/211214,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Small Engine Mechanic,321214,321214,https://www.anzscolookup.com.au/occupations/321214,TRA,MLTSSL,CSOL,"13 options, 190: 6 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
small offset printer,392312,392312,https://www.anzscolookup.com.au/occupations/392312,TRA,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Snowsport Instructor,452314,452314,https://www.anzscolookup.com.au/occupations/452314,VETASSESS,STSOL,Not available,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Social Professionals (NEC),272499,272499,https://www.anzscolookup.com.au/occupations/272499,VETASSESS,STSOL,Not available,"9 options, 190: 4 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Social Worker,272511,272511,https://www.anzscolookup.com.au/occupations/272511,AASW,MLTSSL,CSOL,"15 options, 190: 7 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AASW,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Software And Applications Programmers (NEC),261399,261399,https://www.anzscolookup.com.au/occupations/261399,ACS,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ACS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Software Engineer,261313,261313,https://www.anzscolookup.com.au/occupations/261313,ACS,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ACS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Software Tester,261314,261314,https://www.anzscolookup.com.au/occupations/261314,ACS,STSOL,CSOL,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,ACS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Solicitor,271311,271311,https://www.anzscolookup.com.au/occupations/271311,a legal admissions authority of a State or Territory,MLTSSL,CSOL,"12 options, 190: 6 states, 491: 6 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,a legal admissions authority of a State or Territory,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Sonographer,251214,251214,https://www.anzscolookup.com.au/occupations/251214,ASMIRT,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ASMIRT,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Sound Technician,399516,399516,https://www.anzscolookup.com.au/occupations/399516,TRA,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Special Education Teachers (NEC),241599,241599,https://www.anzscolookup.com.au/occupations/241599,AITSL,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Special Needs Teacher,241511,241511,https://www.anzscolookup.com.au/occupations/241511,AITSL,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
specialist managers nec,139999,139999,https://www.anzscolookup.com.au/occupations/139999,VETASSESS,STSOL,Not available,"12 options, 190: 6 states, 491: 6 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Specialist Physician (General Medicine),253311,253311,https://www.anzscolookup.com.au/occupations/253311,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Specialist Physicians (NEC),253399,253399,https://www.anzscolookup.com.au/occupations/253399,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Speech Pathologist / Speech Language Therapist,252712,252712,https://www.anzscolookup.com.au/occupations/252712,SPA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,SPA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Sports Administrator,139915,139915,https://www.anzscolookup.com.au/occupations/139915,VETASSESS,ROL,Not available,"6 options, 190: 0 states, 491: 6 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Sports Centre Manager,149113,149113,https://www.anzscolookup.com.au/occupations/149113,VETASSESS,ROL,Not available,"3 options, 190: 0 states, 491: 3 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,
Sports Development Officer,452321,452321,https://www.anzscolookup.com.au/occupations/452321,VETASSESS,STSOL,CSOL,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
sports umpire,452322,452322,https://www.anzscolookup.com.au/occupations/452322,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Sportspersons (NEC),452499,452499,https://www.anzscolookup.com.au/occupations/452499,VETASSESS,STSOL,Not available,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Stage Manager,212316,212316,https://www.anzscolookup.com.au/occupations/212316,VETASSESS,STSOL,CSOL,"6 options, 190: 3 states, 491: 3 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
statistician,224116,224116,https://www.anzscolookup.com.au/occupations/224116,VETASSESS,MLTSSL,CSOL,"6 options, 190: 3 states, 491: 3 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Statistician,224113,224113,https://www.anzscolookup.com.au/occupations/224113,Manual verification required,"Not available, Not available, Not available","Not available, Not available, Not available","Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,,,,,,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
stock and station agent,611112,611112,https://www.anzscolookup.com.au/occupations/611112,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Stockbroking Dealer,222213,222213,https://www.anzscolookup.com.au/occupations/222213,VETASSESS,STSOL,Not available,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Stonemason,331112,331112,https://www.anzscolookup.com.au/occupations/331112,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Structural Engineer,233214,233214,https://www.anzscolookup.com.au/occupations/233214,Engineers Australia,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Student Counsellor,272115,272115,https://www.anzscolookup.com.au/occupations/272115,VETASSESS,STSOL,CSOL,"12 options, 190: 5 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Sugar Cane Grower,121217,121217,https://www.anzscolookup.com.au/occupations/121217,VETASSESS,ROL,Not available,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Supply And Distribution Manager,133611,133611,https://www.anzscolookup.com.au/occupations/133611,IML,STSOL,CSOL,"12 options, 190: 6 states, 491: 6 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,IML,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
