title,code,industry,link,Assessing Authority,List Details,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
Aeroplane Pilot,231111,231111,https://www.anzscolookup.com.au/occupations/231111,CASA,"{""SKILLED VISAS"": ""1 available, 491, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""6 options, 190: 0 states, 491: 6 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u2713 Eligible, ROL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, ROL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u2713 Eligible"", ""SA"": ""South Australia, \u274c Ineligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u2713 Eligible"", ""All applicable lists"": ""ROL, CSOL"", ""Skilled visas"": ""ROL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""ROL"", ""Skilled assessing authorities"": ""CASA""}",Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Agricultural and Agritech Technician,311112,311112,https://www.anzscolookup.com.au/occupations/311112,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""2 available, 482, 186, Subclass 482, Subclass 186"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u274c Ineligible, Not listed"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""Not available"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Agricultural Consultant,234111,234111,https://www.anzscolookup.com.au/occupations/234111,VETASSESS,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""13 options, 190: 7 states, 491: 6 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Agricultural Engineer,233912,233912,https://www.anzscolookup.com.au/occupations/233912,Engineers Australia,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""Engineers Australia""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Agricultural Research Scientist,234114,234114,https://www.anzscolookup.com.au/occupations/234114,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""2 available, 482, 186, Subclass 482, Subclass 186"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u274c Ineligible, Not listed"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""Not available"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Agricultural Scientist,234112,234112,https://www.anzscolookup.com.au/occupations/234112,VETASSESS,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""13 options, 190: 7 states, 491: 6 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Agricultural Technician,311111,311111,https://www.anzscolookup.com.au/occupations/311111,VETASSESS,"{""SKILLED VISAS"": ""1 available, 491, Subclass 491"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""6 options, 190: 0 states, 491: 6 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u2713 Eligible, ROL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, ROL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u2713 Eligible"", ""All applicable lists"": ""ROL"", ""Skilled visas"": ""ROL"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""ROL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Agronomist,234115,234115,https://www.anzscolookup.com.au/occupations/234115,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""2 available, 482, 186, Subclass 482, Subclass 186"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u274c Ineligible, Not listed"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""Not available"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Air Transport Professionals nec,231199,231199,https://www.anzscolookup.com.au/occupations/231199,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL, ROL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Airconditioning And Mechanical Services Plumber,334112,334112,https://www.anzscolookup.com.au/occupations/334112,TRA,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Airconditioning And Refrigeration Mechanic,342111,342111,https://www.anzscolookup.com.au/occupations/342111,TRA,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Aircraft Maintenance Engineer (Avionics),323111,323111,https://www.anzscolookup.com.au/occupations/323111,TRA,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""STSOL, CSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Aircraft Maintenance Engineer (Mechanical),323112,323112,https://www.anzscolookup.com.au/occupations/323112,TRA,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""STSOL, CSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Aircraft Maintenance Engineer (Structures),323113,323113,https://www.anzscolookup.com.au/occupations/323113,TRA,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""STSOL, CSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Ambulance Officer,411111,411111,https://www.anzscolookup.com.au/occupations/411111,VETASSESS,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""12 options, 190: 6 states, 491: 6 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""STSOL, CSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""VETASSESS""}",Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Amusement Centre Manager,149111,149111,https://www.anzscolookup.com.au/occupations/149111,VETASSESS,"{""SKILLED VISAS"": ""1 available, 491, Subclass 491"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""3 options, 190: 0 states, 491: 3 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u2713 Eligible, ROL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, ROL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""ROL"", ""Skilled visas"": ""ROL"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""ROL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,
