title,code,industry,link,Assessing Authority,Federal Lists,Skilled Visas,Employer Sponsored Visas,State Nomination
minister of religion,272211,272211,https://www.anzscolookup.com.au/occupations/272211,Manual verification required,STSOL,Not available,Not available,"190: 0 states, 491: 0 states"
Mixed Crop And Livestock Farmer,121411,121411,https://www.anzscolookup.com.au/occupations/121411,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 5 states"
Mixed Crop Farmer,121216,121216,https://www.anzscolookup.com.au/occupations/121216,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 5 states"
Mixed Livestock Farmer,121317,121317,https://www.anzscolookup.com.au/occupations/121317,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
mothercraft nurse,411412,411412,https://www.anzscolookup.com.au/occupations/411412,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Motor Mechanic (General),321211,321211,https://www.anzscolookup.com.au/occupations/321211,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 8 states"
Motorcycle Mechanic,321213,321213,https://www.anzscolookup.com.au/occupations/321213,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 7 states"
Multimedia Designer,232413,232413,https://www.anzscolookup.com.au/occupations/232413,VETASSESS,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 4 states"
Multimedia Specialist,261211,261211,https://www.anzscolookup.com.au/occupations/261211,ACS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Music Director,211212,211212,https://www.anzscolookup.com.au/occupations/211212,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Music Professionals (NEC),211299,211299,https://www.anzscolookup.com.au/occupations/211299,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 3 states"
Music Teacher (Private Tuition),249214,249214,https://www.anzscolookup.com.au/occupations/249214,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
musical instrument maker or repairer,399515,399515,https://www.anzscolookup.com.au/occupations/399515,TRA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Musician (Instrumental),211213,211213,https://www.anzscolookup.com.au/occupations/211213,VETASSESS,MLTSSL,"Subclass 189, Subclass 190, Subclass 491, Subclass 485",Subclass 494,"190: 3 states, 491: 3 states"
Natural And Physical Science Professionals (NEC),234999,234999,https://www.anzscolookup.com.au/occupations/234999,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Naturopath,252213,252213,https://www.anzscolookup.com.au/occupations/252213,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 5 states, 491: 5 states"
Naval Architect / Marine Designer,233916,233916,https://www.anzscolookup.com.au/occupations/233916,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Network Administrator,263112,263112,https://www.anzscolookup.com.au/occupations/263112,ACS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Network Analyst,263113,263113,https://www.anzscolookup.com.au/occupations/263113,ACS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Neurologist,253318,253318,https://www.anzscolookup.com.au/occupations/253318,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Neurosurgeon,253513,253513,https://www.anzscolookup.com.au/occupations/253513,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Newspaper Or Periodical Editor,212412,212412,https://www.anzscolookup.com.au/occupations/212412,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 4 states"
Nuclear Medicine Technologist,251213,251213,https://www.anzscolookup.com.au/occupations/251213,ANZSNM,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Nurse Educator,254211,254211,https://www.anzscolookup.com.au/occupations/254211,ANMAC,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Nurse Manager,254311,254311,https://www.anzscolookup.com.au/occupations/254311,ANMAC,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 7 states, 491: 6 states"
Nurse Practitioner,254411,254411,https://www.anzscolookup.com.au/occupations/254411,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Nurse Researcher,254212,254212,https://www.anzscolookup.com.au/occupations/254212,ANMAC,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Nurseryperson,362411,362411,https://www.anzscolookup.com.au/occupations/362411,TRA,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 4 states"
Nursing Clinical Director,134212,134212,https://www.anzscolookup.com.au/occupations/134212,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Nutritionist,251112,251112,https://www.anzscolookup.com.au/occupations/251112,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 6 states, 491: 6 states"
Obstetrician And Gynaecologist,253913,253913,https://www.anzscolookup.com.au/occupations/253913,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Occupational Health And Safety Adviser,251312,251312,https://www.anzscolookup.com.au/occupations/251312,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Occupational Therapist,252411,252411,https://www.anzscolookup.com.au/occupations/252411,OTC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Office Manager,512111,512111,https://www.anzscolookup.com.au/occupations/512111,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Operating Theatre Technician,311214,311214,https://www.anzscolookup.com.au/occupations/311214,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 7 states"
Ophthalmologist,253914,253914,https://www.anzscolookup.com.au/occupations/253914,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Optical Dispenser \ Dispensing Optician,399913,399913,https://www.anzscolookup.com.au/occupations/399913,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Optical Mechanic,399914,399914,https://www.anzscolookup.com.au/occupations/399914,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Optometrist,251411,251411,https://www.anzscolookup.com.au/occupations/251411,OCANZ,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Organisation And Methods Analyst,224712,224712,https://www.anzscolookup.com.au/occupations/224712,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Organisational Psychologist,272313,272313,https://www.anzscolookup.com.au/occupations/272313,APS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Orthopaedic Surgeon,253514,253514,https://www.anzscolookup.com.au/occupations/253514,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Orthoptist,251412,251412,https://www.anzscolookup.com.au/occupations/251412,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Orthotist Or Prosthetist,251912,251912,https://www.anzscolookup.com.au/occupations/251912,AOPA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 7 states"
Osteopath,252112,252112,https://www.anzscolookup.com.au/occupations/252112,AOAC,MLTSSL,"Subclass 189, Subclass 190, Subclass 491, Subclass 485",Subclass 494,"190: 7 states, 491: 6 states"
Other Draftsperson,312914,312914,https://www.anzscolookup.com.au/occupations/312914,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Other Spatial Scientist,232214,232214,https://www.anzscolookup.com.au/occupations/232214,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Other Sports Coach Or Instructor,452317,452317,https://www.anzscolookup.com.au/occupations/452317,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
other sports official,452323,452323,https://www.anzscolookup.com.au/occupations/452323,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Otorhinolaryngologist,253515,253515,https://www.anzscolookup.com.au/occupations/253515,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Out of School Hours Care Worker,421114,421114,https://www.anzscolookup.com.au/occupations/421114,ACECQA,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Paediatric Surgeon,253516,253516,https://www.anzscolookup.com.au/occupations/253516,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Paediatrician,253321,253321,https://www.anzscolookup.com.au/occupations/253321,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Painter,332211,332211,https://www.anzscolookup.com.au/occupations/332211,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 8 states"
painter (visual arts),211411,211411,https://www.anzscolookup.com.au/occupations/211411,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Panelbeater,324111,324111,https://www.anzscolookup.com.au/occupations/324111,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
park ranger,234314,234314,https://www.anzscolookup.com.au/occupations/234314,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Pastrycook,351112,351112,https://www.anzscolookup.com.au/occupations/351112,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 5 states"
Patents Examiner,224914,224914,https://www.anzscolookup.com.au/occupations/224914,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Pathologist,253915,253915,https://www.anzscolookup.com.au/occupations/253915,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Pathology Collector / Phlebotomist,311216,311216,https://www.anzscolookup.com.au/occupations/311216,AIMS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 7 states"
Penetration Tester,261317,261317,https://www.anzscolookup.com.au/occupations/261317,ACS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Performing Arts Technicians (NEC),399599,399599,https://www.anzscolookup.com.au/occupations/399599,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
personal assistant,521111,521111,https://www.anzscolookup.com.au/occupations/521111,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
pet groomer,361113,361113,https://www.anzscolookup.com.au/occupations/361113,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Petroleum Engineer,233612,233612,https://www.anzscolookup.com.au/occupations/233612,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Pharmacy Technician,311215,311215,https://www.anzscolookup.com.au/occupations/311215,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Photographer,211311,211311,https://www.anzscolookup.com.au/occupations/211311,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 3 states"
photographer’s assistant,399915,399915,https://www.anzscolookup.com.au/occupations/399915,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Physicist,234914,234914,https://www.anzscolookup.com.au/occupations/234914,VETASSESS / ACPSEM,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Physiotherapist,252511,252511,https://www.anzscolookup.com.au/occupations/252511,APC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Picture Framer,394212,394212,https://www.anzscolookup.com.au/occupations/394212,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Pig Farmer,121318,121318,https://www.anzscolookup.com.au/occupations/121318,VETASSESS,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 4 states"
Plasterer (Wall And Ceiling),333211,333211,https://www.anzscolookup.com.au/occupations/333211,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Plastic And Reconstructive Surgeon,253517,253517,https://www.anzscolookup.com.au/occupations/253517,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 6 states"
Plastics Technician,399916,399916,https://www.anzscolookup.com.au/occupations/399916,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
plumber (general),334116,334116,https://www.anzscolookup.com.au/occupations/334116,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Plumber (General),334111,334111,https://www.anzscolookup.com.au/occupations/334111,Manual verification required,,Not available,Not available,"190: 0 states, 491: 0 states"
plumbing inspector,312115,312115,https://www.anzscolookup.com.au/occupations/312115,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Podiatrist,252611,252611,https://www.anzscolookup.com.au/occupations/252611,PodBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Policy Analyst,224412,224412,https://www.anzscolookup.com.au/occupations/224412,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
Policy And Planning Manager,132411,132411,https://www.anzscolookup.com.au/occupations/132411,VETASSESS,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 6 states"
Post Office Manager,142115,142115,https://www.anzscolookup.com.au/occupations/142115,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 5 states"
potter or ceramic artist,211412,211412,https://www.anzscolookup.com.au/occupations/211412,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Poultry Farmer,121321,121321,https://www.anzscolookup.com.au/occupations/121321,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Power Generation Plant Operator,399213,399213,https://www.anzscolookup.com.au/occupations/399213,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 5 states"
practice managers (nec),512299,512299,https://www.anzscolookup.com.au/occupations/512299,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Precision Instrument Maker And Repairer,323314,323314,https://www.anzscolookup.com.au/occupations/323314,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Pressure Welder,322312,322312,https://www.anzscolookup.com.au/occupations/322312,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Primary Health Organisation Manager,134213,134213,https://www.anzscolookup.com.au/occupations/134213,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Primary Products Assurance And Inspection Officers (NEC),311399,311399,https://www.anzscolookup.com.au/occupations/311399,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Primary Products Quality Assurance Officer,311314,311314,https://www.anzscolookup.com.au/occupations/311314,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Primary School Teacher,241213,241213,https://www.anzscolookup.com.au/occupations/241213,AITSL,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Print Finisher,392111,392111,https://www.anzscolookup.com.au/occupations/392111,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 4 states"
Print Journalist,212413,212413,https://www.anzscolookup.com.au/occupations/212413,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 4 states"
Printing Machinist,392311,392311,https://www.anzscolookup.com.au/occupations/392311,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Private Tutors And Teachers (NEC),249299,249299,https://www.anzscolookup.com.au/occupations/249299,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Procurement Manager,133612,133612,https://www.anzscolookup.com.au/occupations/133612,IML,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 6 states"
Production Manager (Forestry),133511,133511,https://www.anzscolookup.com.au/occupations/133511,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 7 states"
Production Manager (Manufacturing),133512,133512,https://www.anzscolookup.com.au/occupations/133512,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Production Manager (Mining),133513,133513,https://www.anzscolookup.com.au/occupations/133513,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 6 states, 491: 7 states"
Production Or Plant Engineer,233513,233513,https://www.anzscolookup.com.au/occupations/233513,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Program Director (Television Or Radio),212315,212315,https://www.anzscolookup.com.au/occupations/212315,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Program Or Project Administrator,511112,511112,https://www.anzscolookup.com.au/occupations/511112,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Project Builder,133112,133112,https://www.anzscolookup.com.au/occupations/133112,VETASSESS,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 8 states"
Property Manager,612112,612112,https://www.anzscolookup.com.au/occupations/612112,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
Psychiatrist,253411,253411,https://www.anzscolookup.com.au/occupations/253411,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Psychologists (NEC),272399,272399,https://www.anzscolookup.com.au/occupations/272399,APS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Psychotherapist,272314,272314,https://www.anzscolookup.com.au/occupations/272314,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Public Relations Manager,131114,131114,https://www.anzscolookup.com.au/occupations/131114,IML,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
Public Relations Professional,225311,225311,https://www.anzscolookup.com.au/occupations/225311,including education sales representatives,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
quality assurance manager,139916,139916,https://www.anzscolookup.com.au/occupations/139916,VETASSESS,"STSOL, CSOL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Quality Assurance Manager,139914,139914,https://www.anzscolookup.com.au/occupations/139914,Manual verification required,,Not available,Not available,"190: 0 states, 491: 0 states"
Quantity Surveyor,233213,233213,https://www.anzscolookup.com.au/occupations/233213,AIQS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
quarantine officer,311313,311313,https://www.anzscolookup.com.au/occupations/311313,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Radiation Oncologist,253918,253918,https://www.anzscolookup.com.au/occupations/253918,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Radio Communications Technician,313211,313211,https://www.anzscolookup.com.au/occupations/313211,TRA,MLTSSL,"Subclass 189, Subclass 190, Subclass 491, Subclass 485",Subclass 494,"190: 5 states, 491: 5 states"
Radio Journalist,212414,212414,https://www.anzscolookup.com.au/occupations/212414,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
radio presenter,212113,212113,https://www.anzscolookup.com.au/occupations/212113,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
railway station manager,149412,149412,https://www.anzscolookup.com.au/occupations/149412,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
real estate agency principal (Aus) / real estate agency licensee (NZ),612113,612113,https://www.anzscolookup.com.au/occupations/612113,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
real estate agent,612114,612114,https://www.anzscolookup.com.au/occupations/612114,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Real Estate Representative,612115,612115,https://www.anzscolookup.com.au/occupations/612115,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 3 states"
Records Manager,224214,224214,https://www.anzscolookup.com.au/occupations/224214,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 4 states"
Recreation Officer / Recreation Coordinator,272612,272612,https://www.anzscolookup.com.au/occupations/272612,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 6 states"
Recruitment Consultant,223112,223112,https://www.anzscolookup.com.au/occupations/223112,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Regional Education Manager,134412,134412,https://www.anzscolookup.com.au/occupations/134412,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
Registered Nurse (Aged Care),254412,254412,https://www.anzscolookup.com.au/occupations/254412,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Child And Family Health),254413,254413,https://www.anzscolookup.com.au/occupations/254413,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Community Health),254414,254414,https://www.anzscolookup.com.au/occupations/254414,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Critical Care And Emergency),254415,254415,https://www.anzscolookup.com.au/occupations/254415,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Developmental Disability),254416,254416,https://www.anzscolookup.com.au/occupations/254416,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Disability And Rehabilitation),254417,254417,https://www.anzscolookup.com.au/occupations/254417,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Medical Practice),254421,254421,https://www.anzscolookup.com.au/occupations/254421,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
